Fire_Nofire,latitude1,longitude2,ref #,Max of temperature,Max of soil_temperature,Max of soil_moisture, fwi, fuel, ros, sfc, tfc, bfc, hfi,estarea
1,68.5646,-133.416,1244,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5426,-133.342,1245,28.9,26.1,0.174,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5342,-133.329,1246,28.9,26.1,0.174,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5922,-133.228,1247,28.9,26.4,0.17,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5814,-133.042,1248,29,25.9,0.186,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5562,-133.403,1249,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5973,-133.203,1250,28.9,26.4,0.17,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.6392,-133.105,1251,28.9,26,0.18,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.6104,-133.355,1252,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5932,-133.093,1253,28.9,26,0.18,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5614,-133.378,1254,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5955,-133.266,1255,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5987,-133.304,1256,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.573,-133.429,1257,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.6155,-133.33,1258,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
0,68.4847,-133.118,1259,29,26.3,0.15,18,D2,0.912619,1.21578,1.21578,3.2682,333,9.23
1,68.4985,-133.341,1260,28.9,26.1,0.174,18,D2,0.912619,1.21578,1.21578,3.2682,333,9.23
1,68.4867,-133.29,1261,28.9,26.1,0.174,18,D2,0.912619,1.21578,1.21578,3.2682,333,9.23
1,68.4731,-133.302,1262,28.9,26.1,0.174,18,D2,0.912619,1.21578,1.21578,3.2682,333,9.23
1,68.4782,-133.277,1263,28.9,26.1,0.174,18,D2,0.912619,1.21578,1.21578,3.2682,333,9.23
1,68.5849,-133.243,1264,28.9,26.4,0.17,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.59,-133.218,1265,28.9,26.4,0.17,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5664,-133.28,1266,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.551,-133.355,1267,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5714,-133.255,1268,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5595,-133.368,1269,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5747,-133.293,1270,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5798,-133.268,1271,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5543,-133.393,1272,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5903,-133.291,1273,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5459,-133.38,1274,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.6016,-133.105,1275,28.9,26,0.18,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.6066,-133.081,1276,28.9,26,0.18,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5816,-133.205,1277,28.9,26.4,0.17,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.6308,-133.092,1278,28.9,26,0.18,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5697,-133.391,1279,28.9,27.1,0.155,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5291,-133.354,1280,29,26,0.18,18,D2,0.912619,1.21578,1.21578,3.2682,333,9.23
1,68.6174,-133.104,1281,28.9,26,0.18,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.615,-133.094,1282,28.9,26,0.18,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.5833,-133.379,1283,28.9,27.1,0.155,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.5866,-133.417,1284,28.9,27.1,0.155,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.6224,-133.079,1285,28.9,26,0.18,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.6124,-133.128,1286,28.9,26,0.18,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.602,-133.342,1287,28.8,26.7,0.162,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.6116,-133.056,1288,28.9,26,0.18,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.6199,-133.069,1289,28.9,26,0.18,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.61,-133.118,1290,28.9,26,0.18,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.6274,-133.055,1291,28.9,26,0.18,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,68.6239,-133.343,1292,28.8,26.7,0.162,19.2,C1,0.379145,1.31279,1.31279,1.31279,149,9.23
1,66.3674,-142.595,1293,30.2,28.5,0.195,27.3,O1b,1.29607,0.35,0.35,0.35,136,16.43
1,66.3779,-142.616,1294,30.2,28.5,0.195,27.3,O1b,1.29607,0.35,0.35,0.35,136,16.43
1,65.1508,-147.759,1295,22.2,21.4,0.284,18,M2_50,1.91519,2.69523,2.69523,0.434729,1549,16.43
1,65.1895,-147.75,1296,21.5,22,0.225,18,M2_50,1.91519,2.69523,2.69523,0.434729,1549,16.43
1,66.7766,-142.489,1297,29.5,26.6,0.179,27.3,M2_50,3.78167,3.00748,3.00748,0.146001,3412,16.43
1,68.6358,-133.067,1298,28.9,26,0.18,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.6342,-133.13,1299,28.9,26,0.18,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
1,68.5579,-133.267,1300,28.8,26.7,0.162,19.2,D2,1.08802,1.20138,1.20138,6.0403,392,9.23
0,65.7141,-135.883,1301,28.3,26,0.094,21.28,C1,0.483,1.383,1.383,1.383,200,18.04
0,65.7029,-135.879,1302,28.3,26,0.094,19.56,C1,0.36,1.369,1.369,1.369,148,18.04
0,65.6882,-135.94,1303,28.3,26,0.094,20.9,C1,0.404,1.38,1.38,1.38,167,18.04
1,65.4174,-136.86,1304,27.5,34.2,0.046,21.34,C1,0.76,1.381,1.381,1.381,315,18.04
0,64.5697,-140.321,1305,23.4,23.2,0.14,30.56,C1,4.123,1.428,1.53763,1.44345,1902,18.04
0,64.5578,-140.34,1306,23.4,23.2,0.14,30.56,C1,4.123,1.428,1.52413,1.44345,1885,18.04
0,64.5602,-140.317,1307,23.4,23.2,0.14,30.56,C1,4.123,1.428,1.56195,1.44345,1932,18.04
0,64.0943,-136.886,1308,22.9,29.6,0.078,20.57,C1,0.593,1.375,1.375,1.375,245,18.04
0,64.1588,-134.884,1309,24.2,33.8,0.048,20.77,C2,4.977,3.183,3.32217,5.88338,4960,18.04
1,64.9616,-135.933,1310,24.3,29.5,0.059,22.59,O1a,0,0.35,0.35,0.35,0,18.04
1,64.9619,-135.925,1311,24.3,29.5,0.059,22.59,O1a,0,0.35,0.35,0.35,0,18.04
1,65.0331,-134.876,1312,24.6,30.8,0.053,24.1,O1a,0,0.35,0.35,0.35,0,18.04
1,64.9509,-135.921,1313,24.3,29.5,0.059,22.51,O1a,0,0.35,0.35,0.35,0,18.04
1,64.1657,-134.955,1314,23.9,33.4,0.05,21.43,O1a,0.103,0.35,0.35,0.35,11,18.04
1,64.1767,-134.963,1315,23.9,33.4,0.05,16.29,D1,0.956,1.093,1.093,5.99045,313,18.04
0,64.6169,-139.751,1316,23.7,25,0.105,26.99,D1,3.03,1.102,1.102,3.78618,1002,18.04
1,65.4421,-136.046,1317,27.9,29.6,0.054,21.55,C1,0.611,1.384,1.384,1.384,254,18.04
1,65.4564,-135.835,1318,29.2,27.1,0.078,23.52,C1,0.744,1.397,1.397,1.397,312,18.04
1,65.4453,-135.83,1319,29.2,27.1,0.078,23.52,C1,0.744,1.397,1.397,1.397,312,18.04
0,65.6489,-134.98,1320,30.9,29.4,0.065,23.48,D1,1.306,1.307,1.307,5.26846,512,15.35
0,65.7001,-135.042,1321,31.2,30.9,0.053,23.38,M1_65,5.442,2.809,2.87502,0.734205,4694,15.35
0,65.6771,-135.033,1322,31.2,30.9,0.053,23.38,M1_65,5.352,2.808,2.92691,0.735059,4699,15.35
0,65.6655,-135.029,1323,31.2,30.9,0.053,23.38,M1_65,5.352,2.808,2.91198,0.735059,4675,15.35
0,65.6678,-134.992,1324,31.2,30.9,0.053,23.4,M1_65,5.432,2.809,2.93558,0.734546,4784,15.35
1,65.5256,-135.309,1325,29.4,29.1,0.058,24.01,M1_65,5.885,2.772,2.90363,0.789468,5126,15.35
0,65.672,-134.988,1326,31.2,30.9,0.053,23.46,M1_50,4.509,2.467,2.4791,0.725072,3353,15.35
0,65.6581,-135.022,1327,31.2,30.9,0.053,24.23,M1_65,5.723,2.829,2.99437,0.704365,5141,15.35
1,65.1748,-147.795,1328,21.8,22.3,0.205,18,C1,0.089434,1.10459,1.10459,1.10459,30,16.43
1,65.1414,-147.759,1329,22.2,21.4,0.284,18,C1,0.089434,1.10459,1.10459,1.10459,30,16.43
1,65.1779,-147.774,1330,21.8,22.3,0.205,18,C1,0.089434,1.10459,1.10459,1.10459,30,16.43
1,64.4688,-149.243,1331,23.9,22.8,0.185,18,C1,0.089434,1.10459,1.10459,1.10459,30,16.43
1,64.0277,-146.053,1332,21.1,19.9,0.302,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,63.9797,-145.989,1333,21.4,20.1,0.288,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,64.3306,-146.132,1334,22.5,21.5,0.279,18,M2_50,1.91519,2.69523,2.69523,0.434729,1549,16.43
1,64.3675,-145.942,1335,21.2,20.7,0.31,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,64.3757,-145.954,1336,21.2,20.7,0.31,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,63.7674,-145.018,1337,21.1,19.2,0.213,27.5,M2_50,4.62183,2.63842,2.63842,0.50738,3658,16.43
1,63.7931,-145.037,1338,21.1,19.2,0.213,17.2,M2_50,1.83565,2.65485,2.65485,0.485555,1462,16.43
1,63.7682,-145.147,1339,20.1,18.7,0.212,17.2,M2_50,1.83565,2.65485,2.65485,0.485555,1462,16.43
1,63.7958,-145.017,1340,21.1,19.2,0.213,17.2,M2_50,1.83565,2.65485,2.65485,0.485555,1462,16.43
1,63.7818,-145.05,1341,20.1,18.7,0.212,17.2,M2_50,1.83565,2.65485,2.65485,0.485555,1462,16.43
1,63.7678,-145.083,1342,20.1,18.7,0.212,17.2,M2_50,1.83565,2.65485,2.65485,0.485555,1462,16.43
1,63.7705,-145.063,1343,20.1,18.7,0.212,17.2,M2_50,1.83565,2.65485,2.65485,0.485555,1462,16.43
1,64.1707,-149.845,1344,21.9,21.6,0.229,22.7,M2_50,2.80039,2.84941,2.84941,0.272259,2394,16.43
1,64.1428,-149.789,1345,20.4,20.1,0.248,22.7,M2_50,2.80039,2.84941,2.84941,0.272259,2394,16.43
1,64.1672,-149.865,1346,21.9,21.6,0.229,22.7,M2_50,2.80039,2.84941,2.84941,0.272259,2394,16.43
1,64.1342,-149.781,1347,20.4,20.1,0.248,22.7,M2_50,2.80039,2.84941,2.84941,0.272259,2394,16.43
1,65.1833,-147.802,1348,21.8,22.3,0.205,18,M2_50,1.91519,2.69523,2.69523,0.434729,1549,16.43
1,64.3136,-145.988,1349,22.6,22,0.297,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,64.3533,-145.909,1350,21.2,20.7,0.31,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,64.3956,-145.948,1351,21.2,20.7,0.31,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,64.3164,-145.968,1352,22.6,22,0.297,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,64.4909,-146.474,1353,22.2,21,0.257,18,C2,3.98092,3.9631,4.10757,7.74531,4906,16.43
1,64.488,-146.494,1354,22.2,21,0.257,18,C2,3.98092,3.9631,4.22077,7.74531,5041,16.43
1,64.4994,-146.481,1355,22.2,21,0.257,18,C2,3.98092,3.9631,4.2644,7.74531,5093,16.43
1,64.3134,-145.791,1356,22.8,22.1,0.306,22.1,C2,6.07825,3.94384,3.94384,7.62857,7192,16.43
1,64.4773,-149.251,1357,23.9,22.8,0.185,18,C1,0.089434,1.10459,1.10459,1.10459,30,16.43
1,65.1894,-147.762,1358,21.8,22.3,0.205,18,C1,0.089434,1.10459,1.10459,1.10459,30,16.43
1,64.2511,-150.285,1359,22,21.8,0.256,22.7,C1,0.249084,1.33603,1.33603,1.33603,100,16.43
1,64.3163,-145.837,1360,22.8,22.1,0.306,22.1,M2_50,2.92264,2.68421,2.68421,0.448221,2353,16.43
1,64.1501,-150.303,1361,20.3,20.2,0.291,22.7,M2_50,2.80039,2.84941,2.84941,0.272259,2394,16.43
1,64.1438,-150.225,1362,20.4,20.2,0.289,22.7,M2_50,2.80039,2.84941,2.84941,0.272259,2394,16.43
1,64.1001,-146.534,1363,21,20.3,0.326,18,C2,3.98092,3.9631,4.0127,7.74531,4792,16.43
1,64.1741,-146.483,1364,22.5,21.3,0.283,18,C2,3.98092,3.9631,4.14485,7.74531,4950,16.43
1,64.1226,-146.573,1365,20.5,20,0.323,18,C2,3.98092,3.9631,4.04435,7.74531,4830,16.43
1,64.1142,-146.566,1366,20.5,20,0.323,18,C2,3.98092,3.9631,4.04383,7.74531,4829,16.43
1,64.1627,-146.496,1367,22.5,21.3,0.283,18,C2,3.98092,3.9631,4.16999,7.74531,4980,16.43
1,64.26,-146.027,1368,22.6,22,0.297,22.1,C2,6.07825,3.94384,4.21638,7.62857,7688,16.43
1,64.3078,-145.831,1369,22.8,22.1,0.306,22.1,C2,6.07825,3.94384,3.94384,7.62857,7191,16.43
1,64.3305,-145.804,1370,22.8,22.1,0.306,22.1,C2,6.07825,3.94384,3.94502,7.62857,7194,16.43
1,63.8263,-137.912,1371,24.2,24,0.196,31.21,C1,3.452,1.423,1.423,1.423,1474,8.65
1,63.8963,-137.834,1372,24,25.1,0.117,27.92,C1,2.449,1.41,1.45179,1.41,1067,8.65
1,63.8939,-137.861,1373,24.5,25,0.132,27.92,C1,2.449,1.41,1.41861,1.41,1042,8.65
1,63.9063,-137.84,1374,24,25.1,0.117,27.92,C1,2.449,1.41,1.44293,1.41,1060,8.65
1,63.9027,-137.844,1375,24,25.1,0.117,27.92,C1,2.449,1.41,1.41728,1.41,1041,8.65
1,64.028,-137.819,1376,24.4,24.9,0.135,29.35,M1_65,9.965,2.518,3.01517,1.2939,9014,8.65
1,62.5616,-132.458,1377,21.5,23,0.207,18.23,C1,0.294,1.343,1.343,1.343,118,8.65
0,62.697,-135.962,1378,23.9,22.1,0.266,20.06,C1,0.856,1.36,1.36,1.36,349,8.65
1,63.052,-134.154,1379,23.5,25,0.165,20.92,C1,0.603,1.372,1.372,1.372,248,8.65
1,63.0633,-134.16,1380,24.2,25.3,0.173,20.92,C1,0.603,1.372,1.372,1.372,248,8.65
1,63.0959,-134.852,1381,23.1,22,0.196,18.83,C1,0.418,1.356,1.356,1.356,170,8.65
1,63.0936,-134.885,1382,23.1,22,0.196,18.83,C1,0.418,1.356,1.356,1.356,170,8.65
0,63.1861,-135.181,1383,21.9,24.3,0.13,16.53,C1,0.248,1.334,1.334,1.334,99,8.65
1,63.4869,-135.88,1384,24.8,25.6,0.139,17.75,C1,0.213,1.372,1.372,1.372,88,8.65
1,63.4977,-135.884,1385,24.8,25.6,0.139,17.75,C1,0.213,1.372,1.372,1.372,88,8.65
1,63.5187,-135.929,1386,24.8,25.6,0.139,18,C1,0.224,1.375,1.375,1.375,92,8.65
1,63.5295,-135.933,1387,24.8,25.6,0.139,18,C1,0.224,1.375,1.375,1.375,92,8.65
0,63.5467,-135.852,1388,25.6,25.8,0.096,13.87,C1,0.099,1.321,1.321,1.321,39,8.65
1,63.5445,-135.882,1389,24.8,25.6,0.139,13.87,C1,0.099,1.321,1.321,1.321,39,8.65
1,63.5599,-135.824,1390,25.4,27,0.091,14.76,C1,0.116,1.335,1.335,1.335,46,8.65
0,63.5577,-135.854,1391,25.6,25.8,0.096,14.76,C1,0.116,1.335,1.335,1.335,46,8.65
0,63.5534,-135.911,1392,25.6,25.8,0.096,18.24,C1,0.216,1.377,1.377,1.377,89,8.65
0,63.6337,-136.199,1393,25,23.9,0.12,17.63,C1,0.211,1.372,1.372,1.372,87,8.65
0,63.6314,-136.228,1394,25,23.9,0.12,17.63,C1,0.211,1.372,1.372,1.372,87,8.65
0,63.804,-137.84,1395,24,24,0.177,30.55,C1,3.097,1.421,1.45725,1.421,1354,8.65
1,63.8107,-137.849,1396,24.2,24,0.196,30.55,C1,3.097,1.421,1.49611,1.421,1390,8.65
1,63.9005,-137.87,1397,24.5,25,0.132,27.92,C1,2.449,1.41,1.43413,1.41,1054,8.65
0,64.0839,-136.88,1398,22.9,29.6,0.078,20.57,C1,0.593,1.375,1.375,1.375,245,8.65
0,64.0817,-136.908,1399,22.9,29.6,0.078,20.57,C1,0.593,1.375,1.375,1.375,245,8.65
0,62.6864,-135.958,1400,23.9,22.1,0.266,20.7,M1_65,6.361,2.217,2.48687,2.29207,4746,8.65
1,63.0205,-134.28,1401,23.6,23.4,0.168,22.56,M1_65,6.126,2.542,2.63902,1.23454,4850,8.65
0,63.513,-135.83,1402,24.4,26.1,0.153,14.61,M1_65,2.926,2.366,2.366,1.7278,2077,8.65
0,63.5238,-135.833,1403,24.4,26.1,0.153,14.61,M1_65,2.926,2.366,2.366,1.7278,2077,8.65
1,63.5216,-135.862,1404,24.8,25.6,0.139,17.5,M1_65,3.584,2.553,2.553,1.21035,2745,8.65
1,63.5193,-135.892,1405,24.8,25.6,0.139,17.5,M1_65,3.584,2.553,2.553,1.21035,2745,8.65
1,63.5147,-135.952,1406,24.8,25.6,0.139,18.29,M1_50,3.156,2.275,2.275,1.13377,2154,8.65
1,63.5232,-135.869,1407,24.8,25.6,0.139,17.5,M1_65,3.584,2.553,2.553,1.21035,2745,8.65
0,63.5383,-135.815,1408,24.4,26.1,0.153,13.95,M1_50,2.461,2.055,2.055,1.85197,1517,8.65
1,63.549,-135.821,1409,25.4,27,0.091,13.95,M1_50,2.461,2.055,2.055,1.85197,1517,8.65
1,63.5482,-136.676,1410,23.8,24.1,0.188,18.06,M1_50,2.501,2.09,2.09,1.71448,1568,8.65
1,63.5521,-136.684,1411,23.8,24.1,0.188,18.06,M1_50,2.501,2.09,2.09,1.71448,1568,8.65
1,63.5847,-136.546,1412,24,25,0.172,19.94,M1_35,2.865,1.933,1.933,1.2293,1661,8.65
0,63.7963,-137.809,1413,24,24,0.177,30.47,M1_35,6.603,1.983,2.06902,1.07234,4099,8.65
0,63.7939,-137.836,1414,24,24,0.177,30.47,M1_35,6.603,1.983,2.03368,1.07234,4029,8.65
1,63.8542,-137.952,1415,24.5,25,0.132,31.45,M1_65,10.95,2.607,2.72897,1.08983,8965,8.65
1,63.8667,-137.93,1416,24.5,25,0.132,31.45,M1_65,10.95,2.607,2.86958,1.08983,9427,8.65
1,63.8643,-137.957,1417,25,25,0.164,31.45,M1_65,10.95,2.607,2.6518,1.08983,8711,8.65
1,63.862,-137.984,1418,25,25,0.164,31.5,M1_50,9.142,2.287,2.30825,1.10291,6331,8.65
1,63.8744,-137.962,1419,25,25,0.164,31.3,M1_65,10.959,2.588,2.67826,1.13128,8805,8.65
1,63.8721,-137.988,1420,25,25,0.164,31.3,M1_65,10.959,2.588,2.759,1.13128,9071,8.65
1,63.8845,-137.966,1421,25,25,0.164,31.3,M1_65,10.959,2.588,2.69045,1.13128,8845,8.65
1,63.8821,-137.993,1422,25,25,0.164,31.3,M1_65,10.959,2.588,2.773,1.13128,9117,8.65
1,63.904,-137.866,1423,24.5,25,0.132,27.35,M1_65,8.079,2.451,2.51766,1.47051,6102,8.65
1,63.9128,-137.85,1424,24.5,25,0.132,27.35,M1_65,8.079,2.451,2.61464,1.47051,6337,8.65
1,63.9106,-137.875,1425,24.5,25,0.132,27.35,M1_65,8.079,2.451,2.57047,1.47051,6230,8.65
0,61.1754,-132.933,1426,18.9,20.6,0.214,10.85,D1,0.375,1.166,1.166,6.67179,131,8.65
0,61.613,-134.636,1427,21.6,20.8,0.167,19.24,D1,1.402,1.126,1.126,7.10534,474,8.65
1,61.611,-134.663,1428,21.5,20.7,0.161,19.98,D1,1.513,1.14,1.14,7.00902,517,8.65
1,61.7798,-135.155,1429,21.8,21.6,0.141,20.72,D1,1.501,1.122,1.122,7.52316,505,8.65
1,62.0237,-134.615,1430,20.6,23.1,0.148,18.56,D2,1.166,1.124,1.124,7.38051,393,8.65
0,62.9201,-133.937,1431,23.7,24.8,0.183,15.23,D1,0.941,1.081,1.081,7.1859,305,8.65
1,62.6727,-137.83,1432,22.4,21.5,0.324,22.51,D1,2.294,1.07,1.07,7.17422,736,8.65
0,62.6805,-137.858,1433,22.1,21.6,0.335,24.02,D1,2.09,1.1,1.1,6.97281,690,8.65
1,63.032,-134.283,1434,23.6,23.4,0.168,23.07,D1,1.468,1.229,1.229,6.22815,541,8.65
1,63.0498,-134.188,1435,24.2,25.3,0.173,22.34,D1,1.429,1.218,1.218,6.28272,522,8.65
1,63.0675,-134.095,1436,23.5,25,0.165,13.42,D1,0.537,1.015,1.015,7.26191,164,8.65
1,63.0654,-134.128,1437,23.5,25,0.165,18.45,D1,0.951,1.147,1.147,6.6841,327,8.65
1,63.0611,-134.194,1438,24.2,25.3,0.173,20.06,D1,1.188,1.179,1.179,6.51471,420,8.65
1,63.0786,-134.104,1439,23.5,25,0.165,13.42,D1,0.537,1.015,1.015,7.26191,164,8.65
1,63.0767,-134.134,1440,23.5,25,0.165,16.4,D1,0.757,1.099,1.099,6.916,250,8.65
1,63.0879,-134.14,1441,23.5,25,0.165,16.4,D1,0.757,1.099,1.099,6.916,250,8.65
1,63.0847,-134.145,1442,23.5,25,0.165,16.4,D1,0.757,1.099,1.099,6.916,250,8.65
0,63.1636,-135.179,1443,21.9,24.3,0.13,13.76,D1,0.85,1.04,1.04,6.69484,265,8.65
1,63.4784,-135.845,1444,24.8,25.6,0.139,18.22,D1,0.908,1.23,1.23,4.3115,335,8.65
1,63.4892,-135.85,1445,24.8,25.6,0.139,18.22,D1,0.908,1.23,1.23,4.3115,335,8.65
1,63.5,-135.854,1446,24.8,25.6,0.139,16.91,D1,0.811,1.209,1.209,4.44109,294,8.65
1,63.5108,-135.858,1447,24.8,25.6,0.139,16.91,D1,0.811,1.209,1.209,4.44109,294,8.65
0,63.5144,-135.837,1448,24.4,26.1,0.153,16.91,D1,0.811,1.209,1.209,4.44109,294,8.65
1,63.5123,-135.866,1449,24.8,25.6,0.139,16.91,D1,0.811,1.209,1.209,4.44109,294,8.65
0,63.5556,-135.882,1450,25.6,25.8,0.096,18.11,D1,0.914,1.24,1.24,4.14379,340,8.65
0,63.7821,-133.86,1451,26.6,33.9,0.055,21.51,D1,1.309,1.238,1.238,5.53796,486,8.65
1,63.9113,-132.95,1452,24.6,25.6,0.078,20.28,D1,1.169,1.199,1.199,5.76983,420,8.65
1,63.9093,-132.987,1453,25.6,26.6,0.074,20.19,D1,1.136,1.199,1.199,5.77534,409,8.65
0,63.7721,-136.015,1454,24.1,29.7,0.058,12.6,D1,0.569,1.074,1.074,5.38152,183,8.65
0,63.776,-135.991,1455,24.1,29.7,0.058,11.63,D1,0.61,1.039,1.039,5.54923,190,8.65
1,63.9652,-136.042,1456,24.5,29.5,0.065,18.02,D1,1.182,1.169,1.169,5.07607,415,8.65
1,63.8503,-137.757,1457,24,25.1,0.117,26.97,D1,2.06,1.194,1.194,3.66343,738,8.65
1,63.8704,-137.768,1458,24,25.1,0.117,22.55,D1,1.618,1.112,1.112,4.15135,540,8.65
1,63.8804,-137.774,1459,24,25.1,0.117,22.55,D1,1.618,1.112,1.112,4.15135,540,8.65
0,64.0416,-135.915,1460,24.5,29,0.071,15.52,D1,1.227,1.091,1.091,5.61512,402,8.65
1,64.0513,-137.916,1461,24.2,29.6,0.069,27.49,D1,2.19,1.17,1.17,3.32993,769,8.65
0,64.1201,-137.815,1462,24.3,28.3,0.081,24.47,D1,2.375,1.12,1.12,3.72658,798,8.65
0,60.7667,-133.795,1463,19.4,20.1,0.192,9.51,D1,0.35,1.105,1.105,6.35157,116,8.65
0,60.756,-133.768,1464,19.4,20.1,0.192,11.17,D1,0.436,1.155,1.155,6.19287,151,8.65
0,60.7652,-133.802,1465,19.4,20.1,0.192,10.66,D1,0.399,1.126,1.126,6.27253,135,8.65
0,61.8362,-135.144,1466,22,21.2,0.136,22.39,D1,1.763,1.149,1.149,7.53882,608,8.65
0,62.9149,-137.851,1467,23,21.3,0.275,22.08,D1,2.005,1.083,1.083,6.92568,651,8.65
0,62.9127,-137.876,1468,23,21.3,0.275,22.05,D1,1.766,1.08,1.08,6.94753,572,8.65
0,62.9226,-137.881,1469,23,21.3,0.275,22.05,D1,1.766,1.08,1.08,6.94753,572,8.65
1,63.5869,-136.518,1470,24.2,25.4,0.155,17.55,D1,0.672,1.173,1.173,4.98273,236,8.65
0,63.7938,-133.864,1471,26.6,33.9,0.055,22.27,D1,1.381,1.259,1.259,5.42431,522,8.65
1,63.8681,-137.794,1472,24,25.1,0.117,26.49,D1,1.949,1.183,1.183,3.66407,692,8.65
1,63.8782,-137.8,1473,24,25.1,0.117,26.49,D1,1.949,1.183,1.183,3.66407,692,8.65
1,63.8884,-137.804,1474,24,25.1,0.117,26.14,D1,1.854,1.173,1.173,3.65258,652,8.65
1,63.8861,-137.83,1475,24,25.1,0.117,26.14,D1,1.854,1.173,1.173,3.65258,652,8.65
1,63.8697,-138.015,1476,25,25,0.164,31.69,D1,2.874,1.237,1.237,2.87671,1067,8.65
1,63.8913,-137.976,1477,25,25,0.164,31.19,D1,2.797,1.228,1.228,2.91515,1030,8.65
0,64.092,-136.915,1478,22.9,29.6,0.078,20.32,D1,1.207,1.145,1.145,5.44251,415,8.65
0,61.1703,-132.938,1479,18.9,20.6,0.214,10.7,C3,0.161,2.522,2.522,6.51693,122,8.65
1,62.0259,-134.583,1480,20.6,23.1,0.148,18.03,C2,7.119,2.876,3.12427,6.65666,6673,8.65
1,62.015,-134.736,1481,21.5,23.5,0.142,18.65,C2,8.119,2.869,3.32105,6.77558,8089,8.65
1,62.0478,-134.594,1482,20.4,24.1,0.115,16.52,C2,5.554,2.755,3.15391,6.47797,5255,8.65
0,62.66,-135.972,1483,23.9,22.1,0.266,21.84,C2,8.872,2.883,3.66243,7.14619,9748,8.65
